Time(ms), Neuron number, Voltage (mV)
98.900000, 0, -62.322807
98.900000, 1, -52.048916
98.900000, 2, 18.002247
98.900000, 3, -30.792294
99.000000, 0, -62.202068
99.000000, 1, -51.248989
99.000000, 2, 47.869888
99.000000, 3, -26.624571
99.100000, 0, -62.079075
99.100000, 1, -50.375660
99.100000, 2, -50.056427
99.100000, 3, -21.211613
99.200000, 0, -61.953724
99.200000, 1, -49.416412
99.200000, 2, -50.114288
99.200000, 3, -13.925988
99.300000, 0, -61.825897
99.300000, 1, -48.355709
99.300000, 2, -50.173721
99.300000, 3, -3.649424
99.400000, 0, -61.695473
99.400000, 1, -47.174030
99.400000, 2, -50.234867
99.400000, 3, 11.803350
99.500000, 0, -61.562317
99.500000, 1, -45.846508
99.500000, 2, -50.297882
99.500000, 3, 37.277740
99.600000, 0, -61.426289
99.600000, 1, -44.341015
99.600000, 2, -50.362934
99.600000, 3, -55.299927
99.700000, 0, -61.287243
99.700000, 1, -42.615307
99.700000, 2, -50.430199
99.700000, 3, -55.613503
99.800000, 0, -61.145012
99.800000, 1, -40.612770
99.800000, 2, -50.499878
99.800000, 3, -55.940723
99.900000, 0, -60.999428
99.900000, 1, -38.255810
99.900000, 2, -50.572178
99.900000, 3, -56.281483
100.000000, 0, -60.850296
100.000000, 1, -35.435307
100.000000, 2, -50.647327
100.000000, 3, -56.635559
100.100000, 0, -60.697422
100.100000, 1, -31.993021
100.100000, 2, -50.725567
100.100000, 3, -57.002605
100.200000, 0, -60.540588
100.200000, 1, -27.691002
100.200000, 2, -50.807159
100.200000, 3, -57.382145
100.300000, 0, -60.379559
100.300000, 1, -22.155230
100.300000, 2, -50.892380
100.300000, 3, -57.773563
100.400000, 0, -60.214081
100.400000, 1, -14.764684
100.400000, 2, -50.981533
100.400000, 3, -58.176105
100.500000, 0, -60.043880
100.500000, 1, -4.413790
100.500000, 2, -51.074932
100.500000, 3, -58.588879
100.600000, 0, -59.868664
100.600000, 1, 11.054407
100.600000, 2, -51.172920
100.600000, 3, -59.010864
100.700000, 0, -59.688107
100.700000, 1, 36.411091
100.700000, 2, -51.275856
100.700000, 3, -59.440907
100.800000, 0, -59.501854
100.800000, 1, -64.952354
100.800000, 2, -51.384117
100.800000, 3, -59.877731
100.900000, 0, -59.309521
100.900000, 1, -64.892754
100.900000, 2, -51.498108
100.900000, 3, -60.319962
101.000000, 0, -59.110691
101.000000, 1, -64.821671
101.000000, 2, -51.618252
101.000000, 3, -60.766121
101.100000, 0, -58.904900
101.100000, 1, -64.739578
101.100000, 2, -51.744991
101.100000, 3, -61.214668
101.200000, 0, -58.691647
101.200000, 1, -64.646896
101.200000, 2, -51.878792
101.200000, 3, -61.664001
101.300000, 0, -58.470367
101.300000, 1, -64.544029
101.300000, 2, -52.020134
101.300000, 3, -62.112499
101.400000, 0, -58.240456
101.400000, 1, -64.431343
101.400000, 2, -52.169518
101.400000, 3, -62.558521
101.500000, 0, -58.001232
101.500000, 1, -64.309174
101.500000, 2, -52.327450
101.500000, 3, -63.000446
101.600000, 0, -57.751942
101.600000, 1, -64.177818
101.600000, 2, -52.494457
101.600000, 3, -63.436695
101.700000, 0, -57.491749
101.700000, 1, -64.037544
101.700000, 2, -52.671074
101.700000, 3, -63.865753
101.800000, 0, -57.219723
101.800000, 1, -63.888588
101.800000, 2, -52.857834
101.800000, 3, -64.286179
101.900000, 0, -56.934818
101.900000, 1, -63.731148
101.900000, 2, -53.055267
101.900000, 3, -64.696625
102.000000, 0, -56.635868
102.000000, 1, -63.565384
102.000000, 2, -53.263901
102.000000, 3, -65.095879
102.100000, 0, -56.321548
102.100000, 1, -63.391430
102.100000, 2, -53.484249
102.100000, 3, -65.482841
102.200000, 0, -55.990368
102.200000, 1, -63.209373
102.200000, 2, -53.716797
102.200000, 3, -65.856552
102.300000, 0, -55.640644
102.300000, 1, -63.019272
102.300000, 2, -53.962006
102.300000, 3, -66.216194
102.400000, 0, -55.270447
102.400000, 1, -62.821148
102.400000, 2, -54.220291
102.400000, 3, -66.561096
102.500000, 0, -54.877575
102.500000, 1, -62.614975
102.500000, 2, -54.492023
102.500000, 3, -66.890724
102.600000, 0, -54.459499
102.600000, 1, -62.400688
102.600000, 2, -54.777512
102.600000, 3, -67.204697
102.700000, 0, -54.013298
102.700000, 1, -62.178185
102.700000, 2, -55.076984
102.700000, 3, -67.502754
102.800000, 0, -53.535580
102.800000, 1, -61.947319
102.800000, 2, -55.390591
102.800000, 3, -67.784760
102.900000, 0, -53.022373
102.900000, 1, -61.707890
102.900000, 2, -55.718384
102.900000, 3, -68.050720
103.000000, 0, -52.469028
103.000000, 1, -61.459656
103.000000, 2, -56.060314
103.000000, 3, -68.300735
103.100000, 0, -51.870026
103.100000, 1, -61.202316
103.100000, 2, -56.416206
103.100000, 3, -68.534988
103.200000, 0, -51.218803
103.200000, 1, -60.935516
103.200000, 2, -56.785755
103.200000, 3, -68.753769
103.300000, 0, -50.507473
103.300000, 1, -60.658829
103.300000, 2, -57.168533
103.300000, 3, -68.957428
103.400000, 0, -49.726482
103.400000, 1, -60.371769
103.400000, 2, -57.563957
103.400000, 3, -69.146378
103.500000, 0, -48.864147
103.500000, 1, -60.073769
103.500000, 2, -57.971306
103.500000, 3, -69.321083
103.600000, 0, -47.906029
103.600000, 1, -59.764175
103.600000, 2, -58.389709
103.600000, 3, -69.482048
103.700000, 0, -46.834072
103.700000, 1, -59.442245
103.700000, 2, -58.818150
103.700000, 3, -69.629814
103.800000, 0, -45.625416
103.800000, 1, -59.107121
103.800000, 2, -59.255470
103.800000, 3, -69.764938
103.900000, 0, -44.250694
103.900000, 1, -58.757820
103.900000, 2, -59.700386
103.900000, 3, -69.887978
104.000000, 0, -42.671570
104.000000, 1, -58.393230
104.000000, 2, -60.151489
104.000000, 3, -69.999519
104.100000, 0, -40.837021
104.100000, 1, -58.012070
104.100000, 2, -60.607273
104.100000, 3, -70.100143
104.200000, 0, -38.677753
104.200000, 1, -57.612885
104.200000, 2, -61.066139
104.200000, 3, -70.190422
104.300000, 0, -36.097267
104.300000, 1, -57.193996
104.300000, 2, -61.526428
104.300000, 3, -70.270905
104.400000, 0, -32.957268
104.400000, 1, -56.753471
104.400000, 2, -61.986439
104.400000, 3, -70.342155
104.500000, 0, -29.052696
104.500000, 1, -56.289093
104.500000, 2, -62.444458
104.500000, 3, -70.404709
104.600000, 0, -24.066673
104.600000, 1, -55.798286
104.600000, 2, -62.898773
104.600000, 3, -70.459084
104.700000, 0, -17.484081
104.700000, 1, -55.278061
104.700000, 2, -63.347717
104.700000, 3, -70.505768
104.800000, 0, -8.412391
104.800000, 1, -54.724926
104.800000, 2, -63.789669
104.800000, 3, -70.545242
104.900000, 0, 4.828293
104.900000, 1, -54.134781
104.900000, 2, -64.223091
104.900000, 3, -70.577972
105.000000, 0, 25.773056
105.000000, 1, -53.502789
105.000000, 2, -64.646553
105.000000, 3, -70.604378
105.100000, 0, 63.139793
105.100000, 1, -52.823204
105.100000, 2, -65.058739
105.100000, 3, -70.624870
105.200000, 0, -65.606308
105.200000, 1, -52.089146
105.200000, 2, -65.458458
105.200000, 3, -70.639847
105.300000, 0, -66.193130
105.300000, 1, -51.292324
105.300000, 2, -65.844681
105.300000, 3, -70.649666
105.400000, 0, -66.758163
105.400000, 1, -50.422649
105.400000, 2, -66.216507
105.400000, 3, -70.654678
105.500000, 0, -67.299461
105.500000, 1, -49.467743
105.500000, 2, -66.573196
105.500000, 3, -70.655205
105.600000, 0, -67.815453
105.600000, 1, -48.412224
105.600000, 2, -66.914169
105.600000, 3, -70.651558
105.700000, 0, -68.304955
105.700000, 1, -47.236801
105.700000, 2, -67.238991
105.700000, 3, -70.644012
105.800000, 0, -68.767128
105.800000, 1, -45.916908
105.800000, 2, -67.547363
105.800000, 3, -70.632843
105.900000, 0, -69.201508
105.900000, 1, -44.420822
105.900000, 2, -67.839149
105.900000, 3, -70.618294
106.000000, 0, -69.607948
106.000000, 1, -42.706879
106.000000, 2, -68.114311
106.000000, 3, -70.600594
106.100000, 0, -69.986572
106.100000, 1, -40.719296
106.100000, 2, -68.372940
106.100000, 3, -70.579964
106.200000, 0, -70.337784
106.200000, 1, -38.381710
106.200000, 2, -68.615227
106.200000, 3, -70.556602
106.300000, 0, -70.662209
106.300000, 1, -35.586861
106.300000, 2, -68.841461
106.300000, 3, -70.530701
106.400000, 0, -70.960648
106.400000, 1, -32.179482
106.400000, 2, -69.052010
106.400000, 3, -70.502434
106.500000, 0, -71.234039
106.500000, 1, -27.926531
106.500000, 2, -69.247299
106.500000, 3, -70.471962
106.600000, 0, -71.483459
106.600000, 1, -22.462578
106.600000, 2, -69.427811
106.600000, 3, -70.439438
106.700000, 0, -71.710045
106.700000, 1, -15.182669
106.700000, 2, -69.594070
106.700000, 3, -70.404991
106.800000, 0, -71.914993
106.800000, 1, -5.013944
106.800000, 2, -69.746643
106.800000, 3, -70.368759
106.900000, 0, -72.099548
106.900000, 1, 10.126005
106.900000, 2, -69.886108
106.900000, 3, -70.330856
107.000000, 0, -72.264938
107.000000, 1, 34.810444
107.000000, 2, -70.013069
107.000000, 3, -70.291397
107.100000, 0, -72.412399
107.100000, 1, -64.950165
107.100000, 2, -70.128128
107.100000, 3, -70.250481
107.200000, 0, -72.543137
107.200000, 1, -64.888458
107.200000, 2, -70.231895
107.200000, 3, -70.208206
107.300000, 0, -72.658318
107.300000, 1, -64.815353
107.300000, 2, -70.324974
107.300000, 3, -70.164658
107.400000, 0, -72.759071
107.400000, 1, -64.731316
107.400000, 2, -70.407944
107.400000, 3, -70.119926
107.500000, 0, -72.846481
107.500000, 1, -64.636765
107.500000, 2, -70.481384
107.500000, 3, -70.074074
107.600000, 0, -72.921570
107.600000, 1, -64.532104
107.600000, 2, -70.545860
107.600000, 3, -70.027176
107.700000, 0, -72.985298
107.700000, 1, -64.417679
107.700000, 2, -70.601913
107.700000, 3, -69.979294
107.800000, 0, -73.038582
107.800000, 1, -64.293831
107.800000, 2, -70.650063
107.800000, 3, -69.930489
107.900000, 0, -73.082275
107.900000, 1, -64.160851
107.900000, 2, -70.690804
107.900000, 3, -69.880814
108.000000, 0, -73.117165
108.000000, 1, -64.019005
108.000000, 2, -70.724617
108.000000, 3, -69.830322
108.100000, 0, -73.143990
108.100000, 1, -63.868515
108.100000, 2, -70.751945
108.100000, 3, -69.779060
108.200000, 0, -73.163437
108.200000, 1, -63.709576
108.200000, 2, -70.773224
108.200000, 3, -69.727066
108.300000, 0, -73.176132
108.300000, 1, -63.542351
108.300000, 2, -70.788864
108.300000, 3, -69.674385
108.400000, 0, -73.182655
108.400000, 1, -63.366959
108.400000, 2, -70.799232
108.400000, 3, -69.621048
108.500000, 0, -73.183540
108.500000, 1, -63.183483
108.500000, 2, -70.804695
108.500000, 3, -69.567093
108.600000, 0, -73.179283
108.600000, 1, -62.991978
108.600000, 2, -70.805595
108.600000, 3, -69.512543
108.700000, 0, -73.170341
108.700000, 1, -62.792450
108.700000, 2, -70.802231
108.700000, 3, -69.457436
108.800000, 0, -73.157112
108.800000, 1, -62.584869
108.800000, 2, -70.794914
108.800000, 3, -69.401794
108.900000, 0, -73.139984
108.900000, 1, -62.369171
108.900000, 2, -70.783913
108.900000, 3, -69.345634
109.000000, 0, -73.119301
109.000000, 1, -62.145241
109.000000, 2, -70.769478
109.000000, 3, -69.288986
109.100000, 0, -73.095375
109.100000, 1, -61.912926
109.100000, 2, -70.751862
109.100000, 3, -69.231873
109.200000, 0, -73.068489
109.200000, 1, -61.672020
109.200000, 2, -70.731277
109.200000, 3, -69.174309
109.300000, 0, -73.038910
109.300000, 1, -61.422272
109.300000, 2, -70.707932
109.300000, 3, -69.116302
109.400000, 0, -73.006874
109.400000, 1, -61.163372
109.400000, 2, -70.682022
109.400000, 3, -69.057877
109.500000, 0, -72.972603
109.500000, 1, -60.894951
109.500000, 2, -70.653732
109.500000, 3, -68.999046
109.600000, 0, -72.936287
109.600000, 1, -60.616585
109.600000, 2, -70.623215
109.600000, 3, -68.939819
109.700000, 0, -72.898109
109.700000, 1, -60.327763
109.700000, 2, -70.590637
109.700000, 3, -68.880203
109.800000, 0, -72.858231
109.800000, 1, -60.027912
109.800000, 2, -70.556137
109.800000, 3, -68.820213
109.900000, 0, -72.816811
109.900000, 1, -59.716358
109.900000, 2, -70.519836
109.900000, 3, -68.759857
110.000000, 0, -72.773964
110.000000, 1, -59.392345
110.000000, 2, -70.481865
110.000000, 3, -68.699150
110.100000, 0, -72.729828
110.100000, 1, -59.054993
110.100000, 2, -70.442345
110.100000, 3, -68.638084
110.200000, 0, -72.684509
110.200000, 1, -58.703308
110.200000, 2, -70.401367
110.200000, 3, -68.576683
110.300000, 0, -72.638107
110.300000, 1, -58.336147
110.300000, 2, -70.359032
110.300000, 3, -68.514938
110.400000, 0, -72.590721
110.400000, 1, -57.952209
110.400000, 2, -70.315430
110.400000, 3, -68.452858
110.500000, 0, -72.542427
110.500000, 1, -57.549999
110.500000, 2, -70.270653
110.500000, 3, -68.390442
110.600000, 0, -72.493309
110.600000, 1, -57.127804
110.600000, 2, -70.224762
110.600000, 3, -68.327698
110.700000, 0, -72.443428
110.700000, 1, -56.683651
110.700000, 2, -70.177834
110.700000, 3, -68.264626
110.800000, 0, -72.392845
110.800000, 1, -56.215271
110.800000, 2, -70.129936
110.800000, 3, -68.201225
110.900000, 0, -72.341621
110.900000, 1, -55.720028
110.900000, 2, -70.081123
110.900000, 3, -68.137505
111.000000, 0, -72.289803
111.000000, 1, -55.194859
111.000000, 2, -70.031456
111.000000, 3, -68.073456
111.100000, 0, -72.237442
111.100000, 1, -54.636189
111.100000, 2, -69.980972
111.100000, 3, -68.009087
111.200000, 0, -72.184586
111.200000, 1, -54.039806
111.200000, 2, -69.929733
111.200000, 3, -67.944389
111.300000, 0, -72.131271
111.300000, 1, -53.400745
111.300000, 2, -69.877785
111.300000, 3, -67.879364
111.400000, 0, -72.077530
111.400000, 1, -52.713100
111.400000, 2, -69.825150
111.400000, 3, -67.814018
111.500000, 0, -72.023392
111.500000, 1, -51.969795
111.500000, 2, -69.771881
111.500000, 3, -67.748329
111.600000, 0, -71.968887
111.600000, 1, -51.162281
111.600000, 2, -69.718002
111.600000, 3, -67.682312
111.700000, 0, -71.914040
111.700000, 1, -50.280151
111.700000, 2, -69.663544
111.700000, 3, -67.615959
111.800000, 0, -71.858871
111.800000, 1, -49.310608
111.800000, 2, -69.608543
111.800000, 3, -67.549263
111.900000, 0, -71.803413
111.900000, 1, -48.237736
111.900000, 2, -69.553024
111.900000, 3, -67.482224
112.000000, 0, -71.747673
112.000000, 1, -47.041512
112.000000, 2, -69.497002
112.000000, 3, -67.414841
112.100000, 0, -71.691673
112.100000, 1, -45.696400
112.100000, 2, -69.440506
112.100000, 3, -67.347107
112.200000, 0, -71.635429
112.200000, 1, -44.169338
112.200000, 2, -69.383553
112.200000, 3, -67.279015
112.300000, 0, -71.578964
112.300000, 1, -42.416782
112.300000, 2, -69.326157
112.300000, 3, -67.210548
112.400000, 0, -71.522285
112.400000, 1, -40.380234
112.400000, 2, -69.268341
112.400000, 3, -67.141716
112.500000, 0, -71.465393
112.500000, 1, -37.979317
112.500000, 2, -69.210121
112.500000, 3, -67.072510
112.600000, 0, -71.408310
112.600000, 1, -35.100647
112.600000, 2, -69.151512
112.600000, 3, -67.002914
112.700000, 0, -71.351044
112.700000, 1, -31.579220
112.700000, 2, -69.092522
112.700000, 3, -66.932930
112.800000, 0, -71.293602
112.800000, 1, -27.165827
112.800000, 2, -69.033157
112.800000, 3, -66.862549
112.900000, 0, -71.235992
112.900000, 1, -21.466671
112.900000, 2, -68.973434
112.900000, 3, -66.791756
113.000000, 0, -71.178223
113.000000, 1, -13.823528
113.000000, 2, -68.913361
113.000000, 3, -66.720551
113.100000, 0, -71.120300
113.100000, 1, -3.054436
113.100000, 2, -68.852943
113.100000, 3, -66.648926
113.200000, 0, -71.062225
113.200000, 1, 13.173365
113.200000, 2, -68.792191
113.200000, 3, -66.576866
113.300000, 0, -71.003998
113.300000, 1, 40.104671
113.300000, 2, -68.731110
113.300000, 3, -66.504364
113.400000, 0, -70.945633
113.400000, 1, -64.956245
113.400000, 2, -68.669701
113.400000, 3, -66.431404
113.500000, 0, -70.887131
113.500000, 1, -64.900368
113.500000, 2, -68.607971
113.500000, 3, -66.357979
113.600000, 0, -70.828491
113.600000, 1, -64.832870
113.600000, 2, -68.545929
113.600000, 3, -66.284073
113.700000, 0, -70.769714
113.700000, 1, -64.754219
113.700000, 2, -68.483566
113.700000, 3, -66.209686
113.800000, 0, -70.710808
113.800000, 1, -64.664856
113.800000, 2, -68.420891
113.800000, 3, -66.134789
113.900000, 0, -70.651779
113.900000, 1, -64.565186
113.900000, 2, -68.357910
113.900000, 3, -66.059380
114.000000, 0, -70.592621
114.000000, 1, -64.455574
114.000000, 2, -68.294617
114.000000, 3, -65.983444
114.100000, 0, -70.533333
114.100000, 1, -64.336372
114.100000, 2, -68.231018
114.100000, 3, -65.906967
114.200000, 0, -70.473923
114.200000, 1, -64.207893
114.200000, 2, -68.167114
114.200000, 3, -65.829933
114.300000, 0, -70.414383
114.300000, 1, -64.070412
114.300000, 2, -68.102905
114.300000, 3, -65.752327
114.400000, 0, -70.354713
114.400000, 1, -63.924171
114.400000, 2, -68.038383
114.400000, 3, -65.674133
114.500000, 0, -70.294922
114.500000, 1, -63.769382
114.500000, 2, -67.973557
114.500000, 3, -65.595337
114.600000, 0, -70.235001
114.600000, 1, -63.606216
114.600000, 2, -67.908417
114.600000, 3, -65.515923
114.700000, 0, -70.174950
114.700000, 1, -63.434814
114.700000, 2, -67.842957
114.700000, 3, -65.435867
114.800000, 0, -70.114777
114.800000, 1, -63.255280
114.800000, 2, -67.777184
114.800000, 3, -65.355148
114.900000, 0, -70.054474
114.900000, 1, -63.067673
114.900000, 2, -67.711082
114.900000, 3, -65.273758
115.000000, 0, -69.994041
115.000000, 1, -62.872028
115.000000, 2, -67.644661
115.000000, 3, -65.191666
115.100000, 0, -69.933479
115.100000, 1, -62.668331
115.100000, 2, -67.577911
115.100000, 3, -65.108856
115.200000, 0, -69.872780
115.200000, 1, -62.456535
115.200000, 2, -67.510818
115.200000, 3, -65.025299
115.300000, 0, -69.811951
115.300000, 1, -62.236546
115.300000, 2, -67.443398
115.300000, 3, -64.940971
115.400000, 0, -69.750984
115.400000, 1, -62.008228
115.400000, 2, -67.375633
115.400000, 3, -64.855858
115.500000, 0, -69.689873
115.500000, 1, -61.771397
115.500000, 2, -67.307518
115.500000, 3, -64.769928
115.600000, 0, -69.628632
115.600000, 1, -61.525826
115.600000, 2, -67.239044
115.600000, 3, -64.683151
115.700000, 0, -69.567245
115.700000, 1, -61.271225
115.700000, 2, -67.170212
115.700000, 3, -64.595505
115.800000, 0, -69.505714
115.800000, 1, -61.007259
115.800000, 2, -67.101013
115.800000, 3, -64.506958
115.900000, 0, -69.444031
115.900000, 1, -60.733528
115.900000, 2, -67.031441
115.900000, 3, -64.417473
116.000000, 0, -69.382202
116.000000, 1, -60.449558
116.000000, 2, -66.961487
116.000000, 3, -64.327026
116.100000, 0, -69.320213
116.100000, 1, -60.154808
116.100000, 2, -66.891136
116.100000, 3, -64.235588
116.200000, 0, -69.258064
116.200000, 1, -59.848648
116.200000, 2, -66.820396
116.200000, 3, -64.143120
116.300000, 0, -69.195763
116.300000, 1, -59.530354
116.300000, 2, -66.749245
116.300000, 3, -64.049568
116.400000, 0, -69.133301
116.400000, 1, -59.199112
116.400000, 2, -66.677681
116.400000, 3, -63.954914
116.500000, 0, -69.070663
116.500000, 1, -58.853973
116.500000, 2, -66.605682
116.500000, 3, -63.859112
116.600000, 0, -69.007858
116.600000, 1, -58.493866
116.600000, 2, -66.533249
116.600000, 3, -63.762112
116.700000, 0, -68.944878
116.700000, 1, -58.117554
116.700000, 2, -66.460373
116.700000, 3, -63.663876
116.800000, 0, -68.881721
116.800000, 1, -57.723637
116.800000, 2, -66.387039
116.800000, 3, -63.564350
116.900000, 0, -68.818390
116.900000, 1, -57.310501
116.900000, 2, -66.313232
116.900000, 3, -63.463493
117.000000, 0, -68.754868
117.000000, 1, -56.876286
117.000000, 2, -66.238953
117.000000, 3, -63.361248
117.100000, 0, -68.691154
117.100000, 1, -56.418865
117.100000, 2, -66.164177
117.100000, 3, -63.257557
117.200000, 0, -68.627243
117.200000, 1, -55.935760
117.200000, 2, -66.088898
117.200000, 3, -63.152363
117.300000, 0, -68.563141
117.300000, 1, -55.424110
117.300000, 2, -66.013092
117.300000, 3, -63.045601
117.400000, 0, -68.498833
117.400000, 1, -54.880566
117.400000, 2, -65.936760
117.400000, 3, -62.937214
117.500000, 0, -68.434319
117.500000, 1, -54.301216
117.500000, 2, -65.859879
117.500000, 3, -62.827126
117.600000, 0, -68.369591
117.600000, 1, -53.681442
117.600000, 2, -65.782425
117.600000, 3, -62.715263
117.700000, 0, -68.304642
117.700000, 1, -53.015770
117.700000, 2, -65.704399
117.700000, 3, -62.601551
117.800000, 0, -68.239471
117.800000, 1, -52.297657
117.800000, 2, -65.625771
117.800000, 3, -62.485905
117.900000, 0, -68.174080
117.900000, 1, -51.519241
117.900000, 2, -65.546539
117.900000, 3, -62.368240
118.000000, 0, -68.108452
118.000000, 1, -50.670971
118.000000, 2, -65.466675
118.000000, 3, -62.248459
118.100000, 0, -68.042580
118.100000, 1, -49.741165
118.100000, 2, -65.386154
118.100000, 3, -62.126465
118.200000, 0, -67.976463
118.200000, 1, -48.715359
118.200000, 2, -65.304970
118.200000, 3, -62.002151
118.300000, 0, -67.910103
118.300000, 1, -47.575459
118.300000, 2, -65.223091
118.300000, 3, -61.875408
118.400000, 0, -67.843475
118.400000, 1, -46.298523
118.400000, 2, -65.140503
118.400000, 3, -61.746117
118.500000, 0, -67.776588
118.500000, 1, -44.855049
118.500000, 2, -65.057182
118.500000, 3, -61.614147
118.600000, 0, -67.709427
118.600000, 1, -43.206478
118.600000, 2, -64.973106
118.600000, 3, -61.479362
118.700000, 0, -67.641991
118.700000, 1, -41.301472
118.700000, 2, -64.888245
118.700000, 3, -61.341614
118.800000, 0, -67.574272
118.800000, 1, -39.070198
118.800000, 2, -64.802582
118.800000, 3, -61.200748
118.900000, 0, -67.506264
118.900000, 1, -36.415325
118.900000, 2, -64.716080
118.900000, 3, -61.056595
119.000000, 0, -67.437958
119.000000, 1, -33.197197
119.000000, 2, -64.628723
119.000000, 3, -60.908974
119.100000, 0, -67.369347
119.100000, 1, -29.208424
119.100000, 2, -64.540474
119.100000, 3, -60.757690
119.200000, 0, -67.300415
119.200000, 1, -24.128027
119.200000, 2, -64.451309
119.200000, 3, -60.602535
119.300000, 0, -67.231163
119.300000, 1, -17.433229
119.300000, 2, -64.361191
119.300000, 3, -60.443283
119.400000, 0, -67.161583
119.400000, 1, -8.216072
119.400000, 2, -64.270096
119.400000, 3, -60.279682
119.500000, 0, -67.091660
119.500000, 1, 5.237578
119.500000, 2, -64.177979
119.500000, 3, -60.111473
119.600000, 0, -67.021385
119.600000, 1, 26.549704
119.600000, 2, -64.084801
119.600000, 3, -59.938370
119.700000, 0, -66.950752
119.700000, 1, 64.705666
119.700000, 2, -63.990536
119.700000, 3, -59.760056
119.800000, 0, -66.879761
119.800000, 1, -64.982979
119.800000, 2, -63.895134
119.800000, 3, -59.576191
119.900000, 0, -66.808388
119.900000, 1, -64.952782
119.900000, 2, -63.798557
119.900000, 3, -59.386406
120.000000, 0, -66.736626
120.000000, 1, -64.909943
120.000000, 2, -63.700760
120.000000, 3, -59.190292
120.100000, 0, -66.664467
120.100000, 1, -64.854973
120.100000, 2, -63.601692
120.100000, 3, -58.987408
120.200000, 0, -66.591904
120.200000, 1, -64.788361
120.200000, 2, -63.501308
120.200000, 3, -58.777267
120.300000, 0, -66.518921
120.300000, 1, -64.710571
120.300000, 2, -63.399555
120.300000, 3, -58.559338
120.400000, 0, -66.445503
120.400000, 1, -64.622032
120.400000, 2, -63.296379
120.400000, 3, -58.333027
120.500000, 0, -66.371643
120.500000, 1, -64.523155
120.500000, 2, -63.191727
120.500000, 3, -58.097679
120.600000, 0, -66.297325
120.600000, 1, -64.414307
120.600000, 2, -63.085529
120.600000, 3, -57.852581
120.700000, 0, -66.222534
120.700000, 1, -64.295845
120.700000, 2, -62.977730
120.700000, 3, -57.596928
120.800000, 0, -66.147263
120.800000, 1, -64.168060
120.800000, 2, -62.868256
120.800000, 3, -57.329826
120.900000, 0, -66.071495
120.900000, 1, -64.031242
120.900000, 2, -62.757038
120.900000, 3, -57.050282
121.000000, 0, -65.995216
121.000000, 1, -63.885624
121.000000, 2, -62.643997
121.000000, 3, -56.757172
121.100000, 0, -65.918411
121.100000, 1, -63.731415
121.100000, 2, -62.529057
121.100000, 3, -56.449245
121.200000, 0, -65.841064
121.200000, 1, -63.568787
121.200000, 2, -62.412128
121.200000, 3, -56.125084
121.300000, 0, -65.763168
121.300000, 1, -63.397881
121.300000, 2, -62.293118
121.300000, 3, -55.783081
121.400000, 0, -65.684700
121.400000, 1, -63.218796
121.400000, 2, -62.171936
121.400000, 3, -55.421413
121.500000, 0, -65.605629
121.500000, 1, -63.031597
121.500000, 2, -62.048473
121.500000, 3, -55.037994
121.600000, 0, -65.525955
121.600000, 1, -62.836311
121.600000, 2, -61.922623
121.600000, 3, -54.630436
121.700000, 0, -65.445648
121.700000, 1, -62.632927
121.700000, 2, -61.794266
121.700000, 3, -54.195980
121.800000, 0, -65.364693
121.800000, 1, -62.421391
121.800000, 2, -61.663280
121.800000, 3, -53.731434
121.900000, 0, -65.283073
121.900000, 1, -62.201611
121.900000, 2, -61.529533
121.900000, 3, -53.233074
122.000000, 0, -65.200768
122.000000, 1, -61.973450
122.000000, 2, -61.392883
122.000000, 3, -52.696541
122.100000, 0, -65.117752
122.100000, 1, -61.736725
122.100000, 2, -61.253170
122.100000, 3, -52.116688
122.200000, 0, -65.033997
122.200000, 1, -61.491203
122.200000, 2, -61.110233
122.200000, 3, -51.487400
122.300000, 0, -64.949478
122.300000, 1, -61.236591
122.300000, 2, -60.963898
122.300000, 3, -50.801365
122.400000, 0, -64.864182
122.400000, 1, -60.972553
122.400000, 2, -60.813972
122.400000, 3, -50.049744
122.500000, 0, -64.778084
122.500000, 1, -60.698677
122.500000, 2, -60.660255
122.500000, 3, -49.221775
122.600000, 0, -64.691147
122.600000, 1, -60.414494
122.600000, 2, -60.502522
122.600000, 3, -48.304218
122.700000, 0, -64.603348
122.700000, 1, -60.119453
122.700000, 2, -60.340538
122.700000, 3, -47.280598
122.800000, 0, -64.514656
122.800000, 1, -59.812916
122.800000, 2, -60.174042
122.800000, 3, -46.130165
122.900000, 0, -64.425034
122.900000, 1, -59.494167
122.900000, 2, -60.002758
122.900000, 3, -44.826420
123.000000, 0, -64.334457
123.000000, 1, -59.162365
123.000000, 2, -59.826382
123.000000, 3, -43.334995
123.100000, 0, -64.242889
123.100000, 1, -58.816566
123.100000, 2, -59.644585
123.100000, 3, -41.610531
123.200000, 0, -64.150299
123.200000, 1, -58.455681
123.200000, 2, -59.457008
123.200000, 3, -39.591942
123.300000, 0, -64.056641
123.300000, 1, -58.078468
123.300000, 2, -59.263260
123.300000, 3, -37.195053
123.400000, 0, -63.961884
123.400000, 1, -57.683502
123.400000, 2, -59.062908
123.400000, 3, -34.300682
123.500000, 0, -63.865978
123.500000, 1, -57.269157
123.500000, 2, -58.855484
123.500000, 3, -30.734655
123.600000, 0, -63.768887
123.600000, 1, -56.833557
123.600000, 2, -58.640469
123.600000, 3, -26.232513
123.700000, 0, -63.670559
123.700000, 1, -56.374546
123.700000, 2, -58.417294
123.700000, 3, -20.373604
123.800000, 0, -63.570957
123.800000, 1, -55.889622
