Time(ms), Neuron number, Voltage (mV)
52.100000, 1, -60.269131
52.100000, 2, 44.697021
52.100000, 3, -66.386749
52.200000, 0, -38.902603
52.200000, 1, -59.968529
52.200000, 2, -49.599213
52.200000, 3, -66.313011
52.300000, 0, -36.367962
52.300000, 1, -59.656090
52.300000, 2, -49.153858
52.300000, 3, -66.238792
52.400000, 0, -33.289551
52.400000, 1, -59.331032
52.400000, 2, -48.657669
52.400000, 3, -66.164078
52.500000, 0, -29.470285
52.500000, 1, -58.992470
52.500000, 2, -48.103146
52.500000, 3, -66.088852
52.600000, 0, -24.606930
52.600000, 1, -58.639385
52.600000, 2, -47.481228
52.600000, 3, -66.013107
52.700000, 0, -18.209200
52.700000, 1, -58.270618
52.700000, 2, -46.780876
52.700000, 3, -65.936829
52.800000, 0, -9.433399
52.800000, 1, -57.884842
52.800000, 2, -45.988495
52.800000, 3, -65.859993
52.900000, 0, 3.294163
52.900000, 1, -57.480537
52.900000, 2, -45.087151
52.900000, 3, -65.782600
53.000000, 0, 23.244181
53.000000, 1, -57.055954
53.000000, 2, -44.055504
53.000000, 3, -65.704620
53.100000, 0, 58.337372
53.100000, 1, -56.609085
53.100000, 2, -42.866257
53.100000, 3, -65.626053
53.200000, 0, -65.605324
53.200000, 1, -56.137611
53.200000, 2, -41.483948
53.200000, 3, -65.546867
53.300000, 0, -66.191193
53.300000, 1, -55.638847
53.300000, 2, -39.861694
53.300000, 3, -65.467049
53.400000, 0, -66.755310
53.400000, 1, -55.109661
53.400000, 2, -37.936207
53.400000, 3, -65.386574
53.500000, 0, -67.295738
53.500000, 1, -54.546387
53.500000, 2, -35.620045
53.500000, 3, -65.305435
53.600000, 0, -67.810905
53.600000, 1, -53.944729
53.600000, 2, -32.789024
53.600000, 3, -65.223602
53.700000, 0, -68.299644
53.700000, 1, -53.299599
53.700000, 2, -29.260958
53.700000, 3, -65.141060
53.800000, 0, -68.761116
53.800000, 1, -52.604935
53.800000, 2, -24.757946
53.800000, 3, -65.057777
53.900000, 0, -69.194847
53.900000, 1, -51.853474
53.900000, 2, -18.835430
53.900000, 3, -64.973740
54.000000, 0, -69.600693
54.000000, 1, -51.036434
54.000000, 2, -10.738644
54.000000, 3, -64.888924
54.100000, 0, -69.978790
54.100000, 1, -50.143105
54.100000, 2, 0.915636
54.100000, 3, -64.803299
54.200000, 0, -70.329536
54.200000, 1, -49.160290
54.200000, 2, 18.933968
54.200000, 3, -64.716843
54.300000, 0, -70.653549
54.300000, 1, -48.071560
54.300000, 2, 49.881081
54.300000, 3, -64.629524
54.400000, 0, -70.951622
54.400000, 1, -46.856213
54.400000, 2, -49.786369
54.400000, 3, -64.541321
54.500000, 0, -71.224701
54.500000, 1, -45.487778
54.500000, 2, -49.547321
54.500000, 3, -64.452194
54.600000, 0, -71.473846
54.600000, 1, -43.931915
54.600000, 2, -49.279785
54.600000, 3, -64.362114
54.700000, 0, -71.700211
54.700000, 1, -42.143269
54.700000, 2, -48.980186
54.700000, 3, -64.271049
54.800000, 0, -71.904968
54.800000, 1, -40.060726
54.800000, 2, -48.644367
54.800000, 3, -64.178970
54.900000, 0, -72.089371
54.900000, 1, -37.600033
54.900000, 2, -48.267433
54.900000, 3, -64.085838
55.000000, 0, -72.254639
55.000000, 1, -34.641830
55.000000, 2, -47.843601
55.000000, 3, -63.991608
55.100000, 0, -72.401993
55.100000, 1, -31.011578
55.100000, 2, -47.365982
55.100000, 3, -63.896244
55.200000, 0, -72.532646
55.200000, 1, -26.444109
55.200000, 2, -46.826302
55.200000, 3, -63.799702
55.300000, 0, -72.647774
55.300000, 1, -20.517370
55.300000, 2, -46.214527
55.300000, 3, -63.701939
55.400000, 0, -72.748497
55.400000, 1, -12.519440
55.400000, 2, -45.518375
55.400000, 3, -63.602913
55.500000, 0, -72.835884
55.500000, 1, -1.156747
55.500000, 2, -44.722656
55.500000, 3, -63.502567
55.600000, 0, -72.910957
55.600000, 1, 16.164757
55.600000, 2, -43.808350
55.600000, 3, -63.400852
55.700000, 0, -72.974693
55.700000, 1, 45.410912
55.700000, 2, -42.751316
55.700000, 3, -63.297718
55.800000, 0, -73.027992
55.800000, 1, -64.962852
55.800000, 2, -41.520466
55.800000, 3, -63.193104
55.900000, 0, -73.071701
55.900000, 1, -64.913338
55.900000, 2, -40.075085
55.900000, 3, -63.086952
56.000000, 0, -73.106621
56.000000, 1, -64.851944
56.000000, 2, -38.360817
56.000000, 3, -62.979195
56.100000, 0, -73.133476
56.100000, 1, -64.779152
56.100000, 2, -36.303486
56.100000, 3, -62.869766
56.200000, 0, -73.152954
56.200000, 1, -64.695419
56.200000, 2, -33.799271
56.200000, 3, -62.758591
56.300000, 0, -73.165680
56.300000, 1, -64.601166
56.300000, 2, -30.698452
56.300000, 3, -62.645596
56.400000, 0, -73.172249
56.400000, 1, -64.496788
56.400000, 2, -26.777323
56.400000, 3, -62.530701
56.500000, 0, -73.173180
56.500000, 1, -64.382629
56.500000, 2, -21.686935
56.500000, 3, -62.413818
56.600000, 0, -73.168968
56.600000, 1, -64.259033
56.600000, 2, -14.853344
56.600000, 3, -62.294857
56.700000, 0, -73.160065
56.700000, 1, -64.126289
56.700000, 2, -5.266934
56.700000, 3, -62.173721
56.800000, 0, -73.146881
56.800000, 1, -63.984653
56.800000, 2, 9.011085
56.800000, 3, -62.050304
56.900000, 0, -73.129799
56.900000, 1, -63.834354
56.900000, 2, 32.175983
56.900000, 3, -61.924503
57.000000, 0, -73.109154
57.000000, 1, -63.675579
57.000000, 2, -49.942741
57.000000, 3, -61.796204
57.100000, 0, -73.085266
57.100000, 1, -63.508488
57.100000, 2, -49.875729
57.100000, 3, -61.665276
57.200000, 0, -73.058426
57.200000, 1, -63.333199
57.200000, 2, -49.797943
57.200000, 3, -61.531586
57.300000, 0, -73.028885
57.300000, 1, -63.149796
57.300000, 2, -49.708244
57.300000, 3, -61.394993
57.400000, 0, -72.996887
57.400000, 1, -62.958324
57.400000, 2, -49.605347
57.400000, 3, -61.255341
57.500000, 0, -72.962646
57.500000, 1, -62.758797
57.500000, 2, -49.487808
57.500000, 3, -61.112469
57.600000, 0, -72.926361
57.600000, 1, -62.551178
57.600000, 2, -49.353989
57.600000, 3, -60.966202
57.700000, 0, -72.888214
57.700000, 1, -62.335403
57.700000, 2, -49.202038
57.700000, 3, -60.816349
57.800000, 0, -72.848366
57.800000, 1, -62.111351
57.800000, 2, -49.029839
57.800000, 3, -60.662708
57.900000, 0, -72.806969
57.900000, 1, -61.878868
57.900000, 2, -48.834965
57.900000, 3, -60.505054
58.000000, 0, -72.764153
58.000000, 1, -61.637749
58.000000, 2, -48.614639
58.000000, 3, -60.343151
58.100000, 0, -72.720039
58.100000, 1, -61.387730
58.100000, 2, -48.365643
58.100000, 3, -60.176743
58.200000, 0, -72.674744
58.200000, 1, -61.128498
58.200000, 2, -48.084240
58.200000, 3, -60.005550
58.300000, 0, -72.628372
58.300000, 1, -60.859684
58.300000, 2, -47.766068
58.300000, 3, -59.829269
58.400000, 0, -72.581001
58.400000, 1, -60.580856
58.400000, 2, -47.405987
58.400000, 3, -59.647575
58.500000, 0, -72.532722
58.500000, 1, -60.291504
58.500000, 2, -46.997917
58.500000, 3, -59.460106
58.600000, 0, -72.483620
58.600000, 1, -59.991035
58.600000, 2, -46.534588
58.600000, 3, -59.266472
58.700000, 0, -72.433754
58.700000, 1, -59.678783
58.700000, 2, -46.007259
58.700000, 3, -59.066242
58.800000, 0, -72.383186
58.800000, 1, -59.353973
58.800000, 2, -45.405315
58.800000, 3, -58.858948
58.900000, 0, -72.331970
58.900000, 1, -59.015720
58.900000, 2, -44.715721
58.900000, 3, -58.644077
59.000000, 0, -72.280167
59.000000, 1, -58.663013
59.000000, 2, -43.922310
59.000000, 3, -58.421055
59.100000, 0, -72.227821
59.100000, 1, -58.294701
59.100000, 2, -43.004780
59.100000, 3, -58.189262
59.200000, 0, -72.174973
59.200000, 1, -57.909466
59.200000, 2, -41.937271
59.200000, 3, -57.947998
59.300000, 0, -72.121666
59.300000, 1, -57.505791
59.300000, 2, -40.686352
59.300000, 3, -57.696499
59.400000, 0, -72.067924
59.400000, 1, -57.081944
59.400000, 2, -39.208027
59.400000, 3, -57.433907
59.500000, 0, -72.013794
59.500000, 1, -56.635929
59.500000, 2, -37.443245
59.500000, 3, -57.159264
59.600000, 0, -71.959290
59.600000, 1, -56.165440
59.600000, 2, -35.310917
59.600000, 3, -56.871506
59.700000, 0, -71.904449
59.700000, 1, -55.667809
59.700000, 2, -32.696705
59.700000, 3, -56.569431
59.800000, 0, -71.849289
59.800000, 1, -55.139927
59.800000, 2, -29.434242
59.800000, 3, -56.251686
59.900000, 0, -71.793831
59.900000, 1, -54.578167
59.900000, 2, -25.272282
59.900000, 3, -55.916740
60.000000, 0, -71.738091
60.000000, 1, -53.978252
60.000000, 2, -19.813736
60.000000, 3, -55.562862
60.100000, 0, -71.682091
60.100000, 1, -53.335144
60.100000, 2, -12.394596
60.100000, 3, -55.188068
60.200000, 0, -71.625854
60.200000, 1, -52.642830
60.200000, 2, -1.821667
60.200000, 3, -54.790089
60.300000, 0, -71.569389
60.300000, 1, -51.894112
60.300000, 2, 14.262696
60.300000, 3, -54.366318
60.400000, 0, -71.512711
60.400000, 1, -51.080292
60.400000, 2, 41.168816
60.400000, 3, -53.913738
60.500000, 0, -71.455818
60.500000, 1, -50.190762
60.500000, 2, -50.056358
60.500000, 3, -53.428844
60.600000, 0, -71.398735
60.600000, 1, -49.212463
60.600000, 2, -50.114147
60.600000, 3, -52.907539
60.700000, 0, -71.341469
60.700000, 1, -48.129143
60.700000, 2, -50.173504
60.700000, 3, -52.344990
60.800000, 0, -71.284027
60.800000, 1, -46.920338
60.800000, 2, -50.234566
60.800000, 3, -51.735485
60.900000, 0, -71.226418
60.900000, 1, -45.559895
60.900000, 2, -50.297485
60.900000, 3, -51.072205
61.000000, 0, -71.168640
61.000000, 1, -44.013920
61.000000, 2, -50.362431
61.000000, 3, -50.346935
61.100000, 0, -71.110703
61.100000, 1, -42.237682
61.100000, 2, -50.429581
61.100000, 3, -49.549713
61.200000, 0, -71.052620
61.200000, 1, -40.170986
61.200000, 2, -50.499134
61.200000, 3, -48.668327
61.300000, 0, -70.994385
61.300000, 1, -37.730919
61.300000, 2, -50.571297
61.300000, 3, -47.687649
61.400000, 0, -70.936005
61.400000, 1, -34.800205
61.400000, 2, -50.646294
61.400000, 3, -46.588718
61.500000, 0, -70.877495
61.500000, 1, -31.207638
61.500000, 2, -50.724369
61.500000, 3, -45.347450
61.600000, 0, -70.818848
61.600000, 1, -26.693634
61.600000, 2, -50.805782
61.600000, 3, -43.932812
61.700000, 0, -70.760071
61.700000, 1, -20.846060
61.700000, 2, -50.890812
61.700000, 3, -42.304119
61.800000, 0, -70.701157
61.800000, 1, -12.971910
61.800000, 2, -50.979755
61.800000, 3, -40.407024
61.900000, 0, -70.642113
61.900000, 1, -1.817121
61.900000, 2, -51.072929
61.900000, 3, -38.167328
62.000000, 0, -70.582939
62.000000, 1, 15.119285
62.000000, 2, -51.170670
62.000000, 3, -35.481113
62.100000, 0, -70.523636
62.100000, 1, 43.544010
62.100000, 2, -51.273335
62.100000, 3, -32.198456
62.200000, 0, -70.464211
62.200000, 1, -64.960464
62.200000, 2, -51.381306
62.200000, 3, -28.095217
62.300000, 0, -70.404655
62.300000, 1, -64.908646
62.300000, 2, -51.494984
62.300000, 3, -22.821606
62.400000, 0, -70.344971
62.400000, 1, -64.845047
62.400000, 2, -51.614792
62.400000, 3, -15.801947
62.500000, 0, -70.285164
62.500000, 1, -64.770142
62.500000, 2, -51.741165
62.500000, 3, -6.022923
62.600000, 0, -70.225227
62.600000, 1, -64.684372
62.600000, 2, -51.874569
62.600000, 3, 8.462976
62.700000, 0, -70.165169
62.700000, 1, -64.588158
62.700000, 2, -52.015488
62.700000, 3, 31.874435
62.800000, 0, -70.104980
62.800000, 1, -64.481888
62.800000, 2, -52.164417
62.800000, 3, -55.002850
62.900000, 0, -70.044662
62.900000, 1, -64.365913
62.900000, 2, -52.321865
62.900000, 3, -55.003021
63.000000, 0, -69.984215
63.000000, 1, -64.240555
63.000000, 2, -52.488358
63.000000, 3, -55.000366
63.100000, 0, -69.923637
63.100000, 1, -64.106094
63.100000, 2, -52.664421
63.100000, 3, -54.994720
63.200000, 0, -69.862923
63.200000, 1, -63.962795
63.200000, 2, -52.850594
63.200000, 3, -54.985916
63.300000, 0, -69.802078
63.300000, 1, -63.810871
63.300000, 2, -53.047409
63.300000, 3, -54.973766
63.400000, 0, -69.741089
63.400000, 1, -63.650513
63.400000, 2, -53.255394
63.400000, 3, -54.958088
63.500000, 0, -69.679962
63.500000, 1, -63.481865
63.500000, 2, -53.475056
63.500000, 3, -54.938667
63.600000, 0, -69.618698
63.600000, 1, -63.305042
63.600000, 2, -53.706886
63.600000, 3, -54.915287
63.700000, 0, -69.557289
63.700000, 1, -63.120125
63.700000, 2, -53.951340
63.700000, 3, -54.887714
63.800000, 0, -69.495728
63.800000, 1, -62.927155
63.800000, 2, -54.208839
63.800000, 3, -54.855701
63.900000, 0, -69.434021
63.900000, 1, -62.726128
63.900000, 2, -54.479759
63.900000, 3, -54.818970
64.000000, 0, -69.372162
64.000000, 1, -62.517010
64.000000, 2, -54.764404
64.000000, 3, -54.777237
64.100000, 0, -69.310150
64.100000, 1, -62.299717
64.100000, 2, -55.063015
64.100000, 3, -54.730186
64.200000, 0, -69.247986
64.200000, 1, -62.074135
64.200000, 2, -55.375740
64.200000, 3, -54.677483
64.300000, 0, -69.185654
64.300000, 1, -61.840092
64.300000, 2, -55.702644
64.300000, 3, -54.618767
64.400000, 0, -69.123161
64.400000, 1, -61.597374
64.400000, 2, -56.043674
64.400000, 3, -54.553642
64.500000, 0, -69.060509
64.500000, 1, -61.345715
64.500000, 2, -56.398670
64.500000, 3, -54.481682
64.600000, 0, -68.997681
64.600000, 1, -61.084789
64.600000, 2, -56.767330
64.600000, 3, -54.402416
64.700000, 0, -68.934677
64.700000, 1, -60.814217
64.700000, 2, -57.149231
64.700000, 3, -54.315338
64.800000, 0, -68.871498
64.800000, 1, -60.533546
64.800000, 2, -57.543804
64.800000, 3, -54.219887
64.900000, 0, -68.808136
64.900000, 1, -60.242256
64.900000, 2, -57.950333
64.900000, 3, -54.115456
65.000000, 0, -68.744583
65.000000, 1, -59.939751
65.000000, 2, -58.367954
65.000000, 3, -54.001366
65.100000, 0, -68.680840
65.100000, 1, -59.625340
65.100000, 2, -58.795662
65.100000, 3, -53.876881
65.200000, 0, -68.616905
65.200000, 1, -59.298229
65.200000, 2, -59.232307
65.200000, 3, -53.741173
65.300000, 0, -68.552773
65.300000, 1, -58.957516
65.300000, 2, -59.676609
65.300000, 3, -53.593330
65.400000, 0, -68.488434
65.400000, 1, -58.602165
65.400000, 2, -60.127174
65.400000, 3, -53.432335
65.500000, 0, -68.423889
65.500000, 1, -58.230999
65.500000, 2, -60.582500
65.500000, 3, -53.257050
65.600000, 0, -68.359123
65.600000, 1, -57.842667
65.600000, 2, -61.040989
65.600000, 3, -53.066196
65.700000, 0, -68.294144
65.700000, 1, -57.435616
65.700000, 2, -61.500992
65.700000, 3, -52.858337
65.800000, 0, -68.228943
65.800000, 1, -57.008076
65.800000, 2, -61.960812
65.800000, 3, -52.631844
65.900000, 0, -68.163506
65.900000, 1, -56.557995
65.900000, 2, -62.418736
65.900000, 3, -52.384865
66.000000, 0, -68.097839
66.000000, 1, -56.083015
66.000000, 2, -62.873051
66.000000, 3, -52.115295
66.100000, 0, -68.031929
66.100000, 1, -55.580395
66.100000, 2, -63.322086
66.100000, 3, -51.820724
66.200000, 0, -67.965775
66.200000, 1, -55.046944
66.200000, 2, -63.764225
66.200000, 3, -51.498360
66.300000, 0, -67.899368
66.300000, 1, -54.478935
66.300000, 2, -64.197929
66.300000, 3, -51.144981
66.400000, 0, -67.832703
66.400000, 1, -53.871975
66.400000, 2, -64.621750
66.400000, 3, -50.756836
66.500000, 0, -67.765778
66.500000, 1, -53.220867
66.500000, 2, -65.034378
66.500000, 3, -50.329525
66.600000, 0, -67.698578
66.600000, 1, -52.519417
66.600000, 2, -65.434616
66.600000, 3, -49.857861
66.700000, 0, -67.631096
66.700000, 1, -51.760193
66.700000, 2, -65.821419
66.700000, 3, -49.335674
66.800000, 0, -67.563332
66.800000, 1, -50.934200
66.800000, 2, -66.193886
66.800000, 3, -48.755589
66.900000, 0, -67.495270
66.900000, 1, -50.030453
66.900000, 2, -66.551270
66.900000, 3, -48.108688
67.000000, 0, -67.426910
67.000000, 1, -49.035408
67.000000, 2, -66.892975
67.000000, 3, -47.384121
67.100000, 0, -67.358246
67.100000, 1, -47.932171
67.100000, 2, -67.218559
67.100000, 3, -46.568523
67.200000, 0, -67.289268
67.200000, 1, -46.699425
67.200000, 2, -67.527725
67.200000, 3, -45.645264
67.300000, 0, -67.219963
67.300000, 1, -45.309864
67.300000, 2, -67.820320
67.300000, 3, -44.593380
67.400000, 0, -67.150330
67.400000, 1, -43.727989
67.400000, 2, -68.096306
67.400000, 3, -43.386105
67.500000, 0, -67.080353
67.500000, 1, -41.906815
67.500000, 2, -68.355759
67.500000, 3, -41.988682
67.600000, 0, -67.010025
67.600000, 1, -39.782852
67.600000, 2, -68.598877
67.600000, 3, -40.355217
67.700000, 0, -66.939339
67.700000, 1, -37.268307
67.700000, 2, -68.825935
67.700000, 3, -38.423862
67.800000, 0, -66.868286
67.800000, 1, -34.238354
67.800000, 2, -69.037285
67.800000, 3, -36.109299
67.900000, 0, -66.796852
67.900000, 1, -30.509674
67.900000, 2, -69.233360
67.900000, 3, -33.290600
68.000000, 0, -66.725029
68.000000, 1, -25.802313
68.000000, 2, -69.414642
68.000000, 3, -29.790806
68.100000, 0, -66.652809
68.100000, 1, -19.667799
68.100000, 2, -69.581657
68.100000, 3, -25.340799
68.200000, 0, -66.580170
68.200000, 1, -11.343493
68.200000, 2, -69.734955
68.200000, 3, -19.511681
68.300000, 0, -66.507111
68.300000, 1, 0.571074
68.300000, 2, -69.875114
68.300000, 3, -11.578717
68.400000, 0, -66.433624
68.400000, 1, 18.924900
68.400000, 2, -70.002747
68.400000, 3, -0.221950
68.500000, 0, -66.359688
68.500000, 1, 50.406258
68.500000, 2, -70.118454
68.500000, 3, 17.214329
68.600000, 0, -66.285294
68.600000, 1, -64.967995
68.600000, 2, -70.222832
68.600000, 3, 46.867271
68.700000, 0, -66.210426
68.700000, 1, -64.923416
68.700000, 2, -70.316483
68.700000, 3, -55.303257
68.800000, 0, -66.135078
68.800000, 1, -64.866768
68.800000, 2, -70.400002
68.800000, 3, -55.620338
68.900000, 0, -66.059227
68.900000, 1, -64.798538
68.900000, 2, -70.473961
68.900000, 3, -55.951237
69.000000, 0, -65.982864
69.000000, 1, -64.719185
69.000000, 2, -70.538933
69.000000, 3, -56.295830
69.100000, 0, -65.905975
69.100000, 1, -64.629143
69.100000, 2, -70.595451
69.100000, 3, -56.653885
69.200000, 0, -65.828545
69.200000, 1, -64.528824
69.200000, 2, -70.644043
69.200000, 3, -57.025036
69.300000, 0, -65.750557
69.300000, 1, -64.418594
69.300000, 2, -70.685204
69.300000, 3, -57.408783
69.400000, 0, -65.671982
69.400000, 1, -64.298782
69.400000, 2, -70.719406
69.400000, 3, -57.804489
69.500000, 0, -65.592819
69.500000, 1, -64.169708
69.500000, 2, -70.747108
69.500000, 3, -58.211376
69.600000, 0, -65.513039
69.600000, 1, -64.031639
69.600000, 2, -70.768738
69.600000, 3, -58.628529
69.700000, 0, -65.432632
69.700000, 1, -63.884808
69.700000, 2, -70.784698
69.700000, 3, -59.054886
69.800000, 0, -65.351578
69.800000, 1, -63.729427
69.800000, 2, -70.795372
69.800000, 3, -59.489258
69.900000, 0, -65.269844
69.900000, 1, -63.565662
69.900000, 2, -70.801117
69.900000, 3, -59.930340
70.000000, 0, -65.187424
70.000000, 1, -63.393646
70.000000, 2, -70.802277
70.000000, 3, -60.376720
70.100000, 0, -65.104286
70.100000, 1, -63.213478
70.100000, 2, -70.799164
70.100000, 3, -60.826889
70.200000, 0, -65.020416
70.200000, 1, -63.025223
70.200000, 2, -70.792076
70.200000, 3, -61.279274
70.300000, 0, -64.935783
70.300000, 1, -62.828899
70.300000, 2, -70.781288
70.300000, 3, -61.732239
70.400000, 0, -64.850365
70.400000, 1, -62.624493
70.400000, 2, -70.767059
70.400000, 3, -62.184132
70.500000, 0, -64.764130
70.500000, 1, -62.411945
70.500000, 2, -70.749626
70.500000, 3, -62.633289
70.600000, 0, -64.677055
70.600000, 1, -62.191166
70.600000, 2, -70.729218
70.600000, 3, -63.078072
70.700000, 0, -64.589119
70.700000, 1, -61.962009
70.700000, 2, -70.706039
70.700000, 3, -63.516880
70.800000, 0, -64.500275
70.800000, 1, -61.724285
70.800000, 2, -70.680283
70.800000, 3, -63.948181
70.900000, 0, -64.410500
70.900000, 1, -61.477757
70.900000, 2, -70.652138
70.900000, 3, -64.370529
71.000000, 0, -64.319763
71.000000, 1, -61.222130
71.000000, 2, -70.621758
71.000000, 3, -64.782578
71.100000, 0, -64.228035
71.100000, 1, -60.957062
71.100000, 2, -70.589302
71.100000, 3, -65.183105
71.200000, 0, -64.135269
71.200000, 1, -60.682137
71.200000, 2, -70.554909
71.200000, 3, -65.571030
71.300000, 0, -64.041435
71.300000, 1, -60.396873
71.300000, 2, -70.518723
71.300000, 3, -65.945389
71.400000, 0, -63.946495
71.400000, 1, -60.100719
71.400000, 2, -70.480858
71.400000, 3, -66.305374
71.500000, 0, -63.850403
71.500000, 1, -59.793034
71.500000, 2, -70.441429
71.500000, 3, -66.650345
71.600000, 0, -63.753117
71.600000, 1, -59.473083
71.600000, 2, -70.400543
71.600000, 3, -66.979782
71.700000, 0, -63.654591
71.700000, 1, -59.140022
71.700000, 2, -70.358299
71.700000, 3, -67.293320
71.800000, 0, -63.554771
71.800000, 1, -58.792889
71.800000, 2, -70.314774
71.800000, 3, -67.590721
71.900000, 0, -63.453617
71.900000, 1, -58.430592
71.900000, 2, -70.270058
71.900000, 3, -67.871880
72.000000, 0, -63.351070
72.000000, 1, -58.051868
72.000000, 2, -70.224236
72.000000, 3, -68.136818
72.100000, 0, -63.247078
72.100000, 1, -57.655289
72.100000, 2, -70.177376
72.100000, 3, -68.385658
72.200000, 0, -63.141579
72.200000, 1, -57.239201
72.200000, 2, -70.129532
72.200000, 3, -68.618607
72.300000, 0, -63.034508
72.300000, 1, -56.801708
72.300000, 2, -70.080772
72.300000, 3, -68.835968
72.400000, 0, -62.925800
72.400000, 1, -56.340630
72.400000, 2, -70.031151
72.400000, 3, -69.038124
72.500000, 0, -62.815388
72.500000, 1, -55.853436
72.500000, 2, -69.980728
72.500000, 3, -69.225502
72.600000, 0, -62.703194
72.600000, 1, -55.337189
72.600000, 2, -69.929535
72.600000, 3, -69.398590
72.700000, 0, -62.589142
72.700000, 1, -54.788467
72.700000, 2, -69.877625
72.700000, 3, -69.557907
72.800000, 0, -62.473148
72.800000, 1, -54.203251
72.800000, 2, -69.825035
72.800000, 3, -69.704010
72.900000, 0, -62.355125
72.900000, 1, -53.576794
72.900000, 2, -69.771797
72.900000, 3, -69.837456
73.000000, 0, -62.234978
73.000000, 1, -52.903473
73.000000, 2, -69.717949
73.000000, 3, -69.958824
73.100000, 0, -62.112606
73.100000, 1, -52.176559
73.100000, 2, -69.663528
73.100000, 3, -70.068710
73.200000, 0, -61.987904
73.200000, 1, -51.387951
73.200000, 2, -69.608559
73.200000, 3, -70.167694
73.300000, 0, -61.860760
73.300000, 1, -50.527794
73.300000, 2, -69.553070
73.300000, 3, -70.256363
73.400000, 0, -61.731049
73.400000, 1, -49.584011
73.400000, 2, -69.497078
73.400000, 3, -70.335281
73.500000, 0, -61.598644
73.500000, 1, -48.541634
73.500000, 2, -69.440605
73.500000, 3, -70.405006
73.600000, 0, -61.463409
73.600000, 1, -47.381886
73.600000, 2, -69.383675
73.600000, 3, -70.466080
73.700000, 0, -61.325191
73.700000, 1, -46.080925
73.700000, 2, -69.326309
73.700000, 3, -70.519020
73.800000, 0, -61.183838
73.800000, 1, -44.608009
73.800000, 2, -69.268517
73.800000, 3, -70.564331
73.900000, 0, -61.039177
73.900000, 1, -42.922852
73.900000, 2, -69.210320
73.900000, 3, -70.602478
74.000000, 0, -60.891029
74.000000, 1, -40.971630
74.000000, 2, -69.151726
74.000000, 3, -70.633926
74.100000, 0, -60.739189
74.100000, 1, -38.680885
74.100000, 2, -69.092751
74.100000, 3, -70.659111
74.200000, 0, -60.583447
74.200000, 1, -35.947777
74.200000, 2, -69.033409
74.200000, 3, -70.678444
74.300000, 0, -60.423576
74.300000, 1, -32.624008
74.300000, 2, -68.973701
74.300000, 3, -70.692307
74.400000, 0, -60.259331
74.400000, 1, -28.488031
74.400000, 2, -68.913635
74.400000, 3, -70.701073
74.500000, 0, -60.090439
74.500000, 1, -23.194424
74.500000, 2, -68.853233
74.500000, 3, -70.705078
74.600000, 0, -59.916615
74.600000, 1, -16.175423
74.600000, 2, -68.792496
74.600000, 3, -70.704651
74.700000, 0, -59.737534
74.700000, 1, -6.433327
74.700000, 2, -68.731430
74.700000, 3, -70.700089
74.800000, 0, -59.552860
74.800000, 1, 7.944875
74.800000, 2, -68.670036
74.800000, 3, -70.691681
74.900000, 0, -59.362213
74.900000, 1, 31.089283
74.900000, 2, -68.608322
74.900000, 3, -70.679688
75.000000, 0, -59.165188
75.000000, 1, -64.946098
75.000000, 2, -68.546288
75.000000, 3, -70.664368
75.100000, 0, -58.961327
75.100000, 1, -64.880486
75.100000, 2, -68.483940
75.100000, 3, -70.645943
75.200000, 0, -58.750145
75.200000, 1, -64.803642
75.200000, 2, -68.421280
75.200000, 3, -70.624626
75.300000, 0, -58.531097
75.300000, 1, -64.716003
75.300000, 2, -68.358307
75.300000, 3, -70.600624
75.400000, 0, -58.303589
75.400000, 1, -64.617989
75.400000, 2, -68.295029
75.400000, 3, -70.574112
75.500000, 0, -58.066959
75.500000, 1, -64.509979
75.500000, 2, -68.231445
75.500000, 3, -70.545273
75.600000, 0, -57.820477
75.600000, 1, -64.392334
75.600000, 2, -68.167549
75.600000, 3, -70.514259
75.700000, 0, -57.563324
75.700000, 1, -64.265366
75.700000, 2, -68.103340
75.700000, 3, -70.481216
75.800000, 0, -57.294601
75.800000, 1, -64.129364
75.800000, 2, -68.038826
75.800000, 3, -70.446289
75.900000, 0, -57.013290
75.900000, 1, -63.984581
75.900000, 2, -67.973999
75.900000, 3, -70.409607
76.000000, 0, -56.718266
76.000000, 1, -63.831238
76.000000, 2, -67.908859
76.000000, 3, -70.371284
76.100000, 0, -56.408245
76.100000, 1, -63.669514
76.100000, 2, -67.843407
76.100000, 3, -70.331429
76.200000, 0, -56.081787
76.200000, 1, -63.499557
76.200000, 2, -67.777634
76.200000, 3, -70.290146
76.300000, 0, -55.737263
76.300000, 1, -63.321476
76.300000, 2, -67.711548
76.300000, 3, -70.247528
76.400000, 0, -55.372814
76.400000, 1, -63.135345
76.400000, 2, -67.645134
76.400000, 3, -70.203659
76.500000, 0, -54.986320
76.500000, 1, -62.941204
76.500000, 2, -67.578384
76.500000, 3, -70.158630
76.600000, 0, -54.575340
76.600000, 1, -62.739052
76.600000, 2, -67.511307
76.600000, 3, -70.112503
76.700000, 0, -54.137066
76.700000, 1, -62.528851
76.700000, 2, -67.443886
76.700000, 3, -70.065346
76.800000, 0, -53.668243
76.800000, 1, -62.310509
76.800000, 2, -67.376122
76.800000, 3, -70.017227
76.900000, 0, -53.165073
76.900000, 1, -62.083912
76.900000, 2, -67.308014
76.900000, 3, -69.968201
77.000000, 0, -52.623096
77.000000, 1, -61.848888
77.000000, 2, -67.239555
