Time(ms), Neuron ID
7204.000000, 5
7207.000000, 6
7207.000000, 7
7211.000000, 5
7212.000000, 8
7221.000000, 4
7222.000000, 9
7231.000000, 3
7233.000000, 10
7242.000000, 2
7243.000000, 11
7262.000000, 1
7263.000000, 12
7303.000000, 0
7304.000000, 13
8202.000000, 6
8202.000000, 7
8203.000000, 8
8203.000000, 9
8203.000000, 10
8203.000000, 11
8203.000000, 12
8203.000000, 13
8204.000000, 0
8204.000000, 1
8204.000000, 2
8204.000000, 3
8204.000000, 4
8204.000000, 5
8207.000000, 6
8207.000000, 7
8211.000000, 5
8212.000000, 8
8221.000000, 4
8222.000000, 9
8231.000000, 3
8233.000000, 10
8242.000000, 2
8243.000000, 11
8262.000000, 1
8263.000000, 12
8303.000000, 0
8304.000000, 13
9202.000000, 6
9202.000000, 7
9203.000000, 8
9203.000000, 9
9203.000000, 10
9203.000000, 11
9203.000000, 12
9203.000000, 13
9204.000000, 0
9204.000000, 1
9204.000000, 2
9204.000000, 3
9204.000000, 4
9204.000000, 5
9207.000000, 6
9207.000000, 7
9211.000000, 5
9212.000000, 8
9221.000000, 4
9222.000000, 9
9231.000000, 3
9233.000000, 10
9242.000000, 2
9243.000000, 11
9262.000000, 1
9263.000000, 12
9303.000000, 0
9304.000000, 13
10202.000000, 6
10202.000000, 7
10203.000000, 8
10203.000000, 9
10203.000000, 10
10203.000000, 11
10203.000000, 12
10203.000000, 13
10204.000000, 0
10204.000000, 1
10204.000000, 2
10204.000000, 3
10204.000000, 4
10204.000000, 5
10207.000000, 6
10207.000000, 7
10211.000000, 5
10212.000000, 8
10221.000000, 4
10222.000000, 9
10231.000000, 3
10233.000000, 10
10242.000000, 2
10243.000000, 11
10262.000000, 1
10263.000000, 12
10303.000000, 0
10304.000000, 13
11202.000000, 6
11202.000000, 7
11203.000000, 8
11203.000000, 9
11203.000000, 10
11203.000000, 11
11203.000000, 12
11203.000000, 13
11204.000000, 0
11204.000000, 1
11204.000000, 2
11204.000000, 3
11204.000000, 4
11204.000000, 5
11207.000000, 6
11207.000000, 7
11211.000000, 5
11212.000000, 8
11221.000000, 4
11222.000000, 9
11231.000000, 3
11233.000000, 10
11242.000000, 2
11243.000000, 11
11262.000000, 1
11263.000000, 12
11303.000000, 0
11304.000000, 13
12202.000000, 6
12202.000000, 7
12203.000000, 8
12203.000000, 9
12203.000000, 10
12203.000000, 11
12203.000000, 12
12203.000000, 13
12204.000000, 0
12204.000000, 1
12204.000000, 2
12204.000000, 3
12204.000000, 4
12204.000000, 5
12207.000000, 6
12207.000000, 7
12211.000000, 5
12212.000000, 8
12221.000000, 4
12222.000000, 9
12231.000000, 3
12233.000000, 10
12242.000000, 2
12243.000000, 11
12262.000000, 1
12263.000000, 12
12303.000000, 0
12304.000000, 13
13202.000000, 6
13202.000000, 7
13203.000000, 8
13203.000000, 9
13203.000000, 10
13203.000000, 11
13203.000000, 12
13203.000000, 13
13204.000000, 0
13204.000000, 1
13204.000000, 2
13204.000000, 3
13204.000000, 4
13204.000000, 5
13207.000000, 6
13207.000000, 7
13211.000000, 5
13212.000000, 8
13221.000000, 4
13222.000000, 9
13231.000000, 3
13233.000000, 10
13242.000000, 2
13243.000000, 11
13262.000000, 1
13263.000000, 12
13303.000000, 0
13304.000000, 13
14202.000000, 6
14202.000000, 7
14203.000000, 8
14203.000000, 9
14203.000000, 10
14203.000000, 11
14203.000000, 12
14203.000000, 13
14204.000000, 0
14204.000000, 1
14204.000000, 2
14204.000000, 3
14204.000000, 4
14204.000000, 5
14207.000000, 6
14207.000000, 7
14211.000000, 5
14212.000000, 8
14221.000000, 4
14222.000000, 9
14231.000000, 3
14233.000000, 10
14242.000000, 2
14243.000000, 11
14262.000000, 1
14263.000000, 12
14303.000000, 0
14304.000000, 13
15202.000000, 6
15202.000000, 7
15203.000000, 8
15203.000000, 9
15203.000000, 10
15203.000000, 11
15203.000000, 12
15203.000000, 13
15204.000000, 0
15204.000000, 1
15204.000000, 2
15204.000000, 3
15204.000000, 4
15204.000000, 5
15207.000000, 6
15207.000000, 7
15211.000000, 5
15212.000000, 8
15221.000000, 4
15222.000000, 9
15231.000000, 3
15233.000000, 10
15242.000000, 2
15243.000000, 11
15262.000000, 1
15263.000000, 12
15303.000000, 0
15304.000000, 13
16202.000000, 6
16202.000000, 7
16203.000000, 8
16203.000000, 9
16203.000000, 10
16203.000000, 11
16203.000000, 12
16203.000000, 13
16204.000000, 0
16204.000000, 1
16204.000000, 2
16204.000000, 3
16204.000000, 4
16204.000000, 5
16207.000000, 6
16207.000000, 7
16211.000000, 5
16212.000000, 8
16221.000000, 4
16222.000000, 9
16231.000000, 3
16233.000000, 10
16242.000000, 2
16243.000000, 11
16262.000000, 1
16263.000000, 12
16303.000000, 0
16304.000000, 13
17202.000000, 6
17202.000000, 7
17203.000000, 8
17203.000000, 9
17203.000000, 10
17203.000000, 11
17203.000000, 12
17203.000000, 13
17204.000000, 0
17204.000000, 1
17204.000000, 2
17204.000000, 3
17204.000000, 4
17204.000000, 5
17207.000000, 6
17207.000000, 7
17211.000000, 5
17212.000000, 8
17221.000000, 4
17222.000000, 9
17231.000000, 3
17233.000000, 10
17242.000000, 2
17243.000000, 11
17262.000000, 1
17263.000000, 12
17303.000000, 0
17304.000000, 13
18202.000000, 6
18202.000000, 7
18203.000000, 8
18203.000000, 9
18203.000000, 10
18203.000000, 11
18203.000000, 12
18203.000000, 13
18204.000000, 0
18204.000000, 1
18204.000000, 2
18204.000000, 3
18204.000000, 4
18204.000000, 5
18207.000000, 6
18207.000000, 7
18211.000000, 5
18212.000000, 8
18221.000000, 4
18222.000000, 9
18231.000000, 3
18233.000000, 10
18242.000000, 2
18243.000000, 11
18262.000000, 1
18263.000000, 12
18303.000000, 0
18304.000000, 13
19202.000000, 6
19202.000000, 7
19203.000000, 8
19203.000000, 9
19203.000000, 10
19203.000000, 11
19203.000000, 12
19203.000000, 13
19204.000000, 0
19204.000000, 1
19204.000000, 2
19204.000000, 3
19204.000000, 4
19204.000000, 5
19207.000000, 6
19207.000000, 7
19211.000000, 5
19212.000000, 8
19221.000000, 4
19222.000000, 9
19231.000000, 3
19233.000000, 10
19242.000000, 2
19243.000000, 11
19262.000000, 1
19263.000000, 12
19303.000000, 0
19304.000000, 13
20202.000000, 6
20202.000000, 7
20203.000000, 8
20203.000000, 9
20203.000000, 10
20203.000000, 11
20203.000000, 12
20203.000000, 13
20204.000000, 0
20204.000000, 1
20204.000000, 2
20204.000000, 3
20204.000000, 4
20204.000000, 5
20207.000000, 6
20207.000000, 7
20211.000000, 5
20212.000000, 8
20221.000000, 4
20222.000000, 9
20231.000000, 3
20233.000000, 10
20242.000000, 2
20243.000000, 11
20262.000000, 1
20263.000000, 12
20303.000000, 0
20304.000000, 13
21202.000000, 6
21202.000000, 7
21203.000000, 8
21203.000000, 9
21203.000000, 10
21203.000000, 11
21203.000000, 12
21203.000000, 13
21204.000000, 0
21204.000000, 1
21204.000000, 2
21204.000000, 3
21204.000000, 4
21204.000000, 5
21207.000000, 6
21207.000000, 7
21211.000000, 5
21212.000000, 8
21221.000000, 4
21222.000000, 9
21231.000000, 3
21233.000000, 10
21242.000000, 2
21243.000000, 11
21262.000000, 1
21263.000000, 12
21303.000000, 0
21304.000000, 13
22202.000000, 6
22202.000000, 7
22203.000000, 8
22203.000000, 9
22203.000000, 10
22203.000000, 11
22203.000000, 12
22203.000000, 13
22204.000000, 0
22204.000000, 1
22204.000000, 2
22204.000000, 3
22204.000000, 4
22204.000000, 5
22207.000000, 6
22207.000000, 7
22211.000000, 5
22212.000000, 8
22221.000000, 4
22222.000000, 9
22231.000000, 3
22233.000000, 10
22242.000000, 2
22243.000000, 11
22262.000000, 1
22263.000000, 12
22303.000000, 0
22304.000000, 13
23202.000000, 6
23202.000000, 7
23203.000000, 8
23203.000000, 9
23203.000000, 10
23203.000000, 11
23203.000000, 12
23203.000000, 13
23204.000000, 0
23204.000000, 1
23204.000000, 2
23204.000000, 3
23204.000000, 4
23204.000000, 5
23207.000000, 6
23207.000000, 7
23211.000000, 5
23212.000000, 8
23221.000000, 4
23222.000000, 9
23231.000000, 3
23233.000000, 10
23242.000000, 2
23243.000000, 11
23262.000000, 1
23263.000000, 12
23303.000000, 0
23304.000000, 13
24202.000000, 6
24202.000000, 7
24203.000000, 8
24203.000000, 9
24203.000000, 10
24203.000000, 11
24203.000000, 12
24203.000000, 13
24204.000000, 0
24204.000000, 1
24204.000000, 2
24204.000000, 3
24204.000000, 4
24204.000000, 5
24207.000000, 6
24207.000000, 7
24211.000000, 5
24212.000000, 8
24221.000000, 4
24222.000000, 9
24231.000000, 3
24233.000000, 10
24242.000000, 2
24243.000000, 11
24262.000000, 1
24263.000000, 12
24303.000000, 0
24304.000000, 13
25202.000000, 6
25202.000000, 7
25203.000000, 8
25203.000000, 9
25203.000000, 10
25203.000000, 11
25203.000000, 12
25203.000000, 13
25204.000000, 0
25204.000000, 1
25204.000000, 2
25204.000000, 3
25204.000000, 4
25204.000000, 5
25207.000000, 6
25207.000000, 7
25211.000000, 5
25212.000000, 8
25221.000000, 4
25222.000000, 9
25231.000000, 3
25233.000000, 10
25242.000000, 2
25243.000000, 11
25262.000000, 1
25263.000000, 12
25303.000000, 0
25304.000000, 13
26202.000000, 6
26202.000000, 7
26203.000000, 8
26203.000000, 9
26203.000000, 10
26203.000000, 11
26203.000000, 12
26203.000000, 13
26204.000000, 0
26204.000000, 1
26204.000000, 2
26204.000000, 3
26204.000000, 4
26204.000000, 5
26207.000000, 6
26207.000000, 7
26211.000000, 5
26212.000000, 8
26221.000000, 4
26222.000000, 9
26231.000000, 3
26233.000000, 10
26242.000000, 2
26243.000000, 11
26262.000000, 1
26263.000000, 12
26303.000000, 0
26304.000000, 13
27202.000000, 6
27202.000000, 7
27203.000000, 8
27203.000000, 9
27203.000000, 10
27203.000000, 11
27203.000000, 12
27203.000000, 13
27204.000000, 0
27204.000000, 1
27204.000000, 2
27204.000000, 3
27204.000000, 4
27204.000000, 5
27207.000000, 6
27207.000000, 7
27211.000000, 5
27212.000000, 8
27221.000000, 4
27222.000000, 9
27231.000000, 3
27233.000000, 10
27242.000000, 2
27243.000000, 11
27262.000000, 1
27263.000000, 12
27303.000000, 0
27304.000000, 13
28202.000000, 6
28202.000000, 7
28203.000000, 8
28203.000000, 9
28203.000000, 10
28203.000000, 11
28203.000000, 12
28203.000000, 13
28204.000000, 0
28204.000000, 1
28204.000000, 2
28204.000000, 3
28204.000000, 4
28204.000000, 5
28207.000000, 6
28207.000000, 7
28211.000000, 5
28212.000000, 8
28221.000000, 4
28222.000000, 9
28231.000000, 3
28233.000000, 10
28242.000000, 2
28243.000000, 11
28262.000000, 1
28263.000000, 12
28303.000000, 0
28304.000000, 13
29202.000000, 6
29202.000000, 7
29203.000000, 8
29203.000000, 9
29203.000000, 10
29203.000000, 11
29203.000000, 12
29203.000000, 13
29204.000000, 0
29204.000000, 1
29204.000000, 2
29204.000000, 3
29204.000000, 4
29204.000000, 5
29207.000000, 6
29207.000000, 7
29211.000000, 5
29212.000000, 8
29221.000000, 4
29222.000000, 9
29231.000000, 3
29233.000000, 10
29242.000000, 2
29243.000000, 11
29262.000000, 1
29263.000000, 12
29303.000000, 0
29304.000000, 13
30202.000000, 6
30202.000000, 7
30203.000000, 8
30203.000000, 9
30203.000000, 10
30203.000000, 11
30203.000000, 12
30203.000000, 13
30204.000000, 0
30204.000000, 1
30204.000000, 2
30204.000000, 3
30204.000000, 4
30204.000000, 5
30207.000000, 6
30207.000000, 7
30211.000000, 5
30212.000000, 8
30221.000000, 4
30222.000000, 9
30231.000000, 3
30233.000000, 10
30242.000000, 2
30243.000000, 11
30262.000000, 1
30263.000000, 12
30303.000000, 0
30304.000000, 13
31202.000000, 6
31202.000000, 7
31203.000000, 8
31203.000000, 9
31203.000000, 10
31203.000000, 11
31203.000000, 12
31203.000000, 13
31204.000000, 0
31204.000000, 1
31204.000000, 2
31204.000000, 3
31204.000000, 4
31204.000000, 5
31207.000000, 6
31207.000000, 7
31211.000000, 5
31212.000000, 8
31221.000000, 4
31222.000000, 9
31231.000000, 3
31233.000000, 10
31242.000000, 2
31243.000000, 11
31262.000000, 1
31263.000000, 12
31303.000000, 0
31304.000000, 13
32202.000000, 6
32202.000000, 7
32203.000000, 8
32203.000000, 9
32203.000000, 10
32203.000000, 11
32203.000000, 12
32203.000000, 13
32204.000000, 0
32204.000000, 1
32204.000000, 2
32204.000000, 3
32204.000000, 4
32204.000000, 5
32207.000000, 6
32207.000000, 7
32211.000000, 5
32212.000000, 8
32221.000000, 4
32222.000000, 9
32231.000000, 3
32233.000000, 10
32242.000000, 2
32243.000000, 11
32262.000000, 1
32263.000000, 12
32303.000000, 0
32304.000000, 13
33202.000000, 6
33202.000000, 7
33203.000000, 8
33203.000000, 9
33203.000000, 10
33203.000000, 11
33203.000000, 12
33203.000000, 13
33204.000000, 0
33204.000000, 1
33204.000000, 2
33204.000000, 3
33204.000000, 4
33204.000000, 5
33207.000000, 6
33207.000000, 7
33211.000000, 5
33212.000000, 8
33221.000000, 4
33222.000000, 9
33231.000000, 3
33233.000000, 10
33242.000000, 2
33243.000000, 11
33262.000000, 1
33263.000000, 12
33303.000000, 0
33304.000000, 13
34202.000000, 6
34202.000000, 7
34203.000000, 8
34203.000000, 9
34203.000000, 10
34203.000000, 11
34203.000000, 12
34203.000000, 13
34204.000000, 0
34204.000000, 1
34204.000000, 2
34204.000000, 3
34204.000000, 4
34204.000000, 5
34207.000000, 6
34207.000000, 7
34211.000000, 5
34212.000000, 8
34221.000000, 4
34222.000000, 9
34231.000000, 3
34233.000000, 10
34242.000000, 2
34243.000000, 11
34262.000000, 1
34263.000000, 12
34303.000000, 0
34304.000000, 13
35202.000000, 6
35202.000000, 7
35203.000000, 8
35203.000000, 9
35203.000000, 10
35203.000000, 11
35203.000000, 12
35203.000000, 13
35204.000000, 0
35204.000000, 1
35204.000000, 2
35204.000000, 3
35204.000000, 4
35204.000000, 5
35207.000000, 6
35207.000000, 7
35211.000000, 5
35212.000000, 8
35221.000000, 4
35222.000000, 9
35231.000000, 3
35233.000000, 10
35242.000000, 2
35243.000000, 11
35262.000000, 1
35263.000000, 12
35303.000000, 0
35304.000000, 13
36202.000000, 6
36202.000000, 7
36203.000000, 8
36203.000000, 9
36203.000000, 10
36203.000000, 11
36203.000000, 12
36203.000000, 13
36204.000000, 0
36204.000000, 1
36204.000000, 2
36204.000000, 3
36204.000000, 4
36204.000000, 5
36207.000000, 6
36207.000000, 7
36211.000000, 5
36212.000000, 8
36221.000000, 4
36222.000000, 9
36231.000000, 3
36233.000000, 10
36242.000000, 2
36243.000000, 11
36262.000000, 1
36263.000000, 12
36303.000000, 0
36304.000000, 13
37202.000000, 6
37202.000000, 7
37203.000000, 8
37203.000000, 9
37203.000000, 10
37203.000000, 11
37203.000000, 12
37203.000000, 13
37204.000000, 0
37204.000000, 1
37204.000000, 2
37204.000000, 3
37204.000000, 4
37204.000000, 5
37207.000000, 6
37207.000000, 7
37211.000000, 5
37212.000000, 8
37221.000000, 4
37222.000000, 9
37231.000000, 3
37233.000000, 10
37242.000000, 2
37243.000000, 11
37262.000000, 1
37263.000000, 12
37303.000000, 0
37304.000000, 13
38202.000000, 6
38202.000000, 7
38203.000000, 8
38203.000000, 9
38203.000000, 10
38203.000000, 11
38203.000000, 12
38203.000000, 13
38204.000000, 0
38204.000000, 1
38204.000000, 2
38204.000000, 3
38204.000000, 4
38204.000000, 5
38207.000000, 6
38207.000000, 7
38211.000000, 5
38212.000000, 8
38221.000000, 4
38222.000000, 9
38231.000000, 3
38233.000000, 10
38242.000000, 2
38243.000000, 11
38262.000000, 1
38263.000000, 12
38303.000000, 0
38304.000000, 13
39202.000000, 6
39202.000000, 7
39203.000000, 8
39203.000000, 9
39203.000000, 10
39203.000000, 11
39203.000000, 12
39203.000000, 13
39204.000000, 0
39204.000000, 1
39204.000000, 2
39204.000000, 3
39204.000000, 4
39204.000000, 5
39207.000000, 6
39207.000000, 7
39211.000000, 5
39212.000000, 8
39221.000000, 4
39222.000000, 9
39231.000000, 3
39233.000000, 10
39242.000000, 2
39243.000000, 11
39262.000000, 1
39263.000000, 12
39303.000000, 0
39304.000000, 13
40202.000000, 6
40202.000000, 7
40203.000000, 8
40203.000000, 9
40203.000000, 10
40203.000000, 11
40203.000000, 12
40203.000000, 13
40204.000000, 0
40204.000000, 1
40204.000000, 2
40204.000000, 3
40204.000000, 4
40204.000000, 5
40207.000000, 6
40207.000000, 7
40211.000000, 5
40212.000000, 8
40221.000000, 4
40222.000000, 9
40231.000000, 3
40233.000000, 10
40242.000000, 2
40243.000000, 11
40262.000000, 1
40263.000000, 12
40303.000000, 0
40304.000000, 13
41202.000000, 6
41202.000000, 7
41203.000000, 8
41203.000000, 9
41203.000000, 10
41203.000000, 11
41203.000000, 12
41203.000000, 13
41204.000000, 0
41204.000000, 1
41204.000000, 2
41204.000000, 3
41204.000000, 4
41204.000000, 5
41207.000000, 6
41207.000000, 7
41211.000000, 5
41212.000000, 8
41221.000000, 4
41222.000000, 9
41231.000000, 3
41233.000000, 10
41242.000000, 2
41243.000000, 11
41262.000000, 1
41263.000000, 12
41303.000000, 0
41304.000000, 13
42202.000000, 6
42202.000000, 7
42203.000000, 8
42203.000000, 9
42203.000000, 10
42203.000000, 11
42203.000000, 12
42203.000000, 13
42204.000000, 0
42204.000000, 1
42204.000000, 2
42204.000000, 3
42204.000000, 4
42204.000000, 5
42207.000000, 6
42207.000000, 7
42211.000000, 5
42212.000000, 8
42221.000000, 4
42222.000000, 9
42231.000000, 3
42233.000000, 10
42242.000000, 2
42243.000000, 11
42262.000000, 1
42263.000000, 12
42303.000000, 0
42304.000000, 13
43202.000000, 6
43202.000000, 7
43203.000000, 8
43203.000000, 9
43203.000000, 10
43203.000000, 11
43203.000000, 12
43203.000000, 13
43204.000000, 0
43204.000000, 1
43204.000000, 2
43204.000000, 3
43204.000000, 4
43204.000000, 5
43207.000000, 6
43207.000000, 7
43211.000000, 5
43212.000000, 8
43221.000000, 4
43222.000000, 9
43231.000000, 3
43233.000000, 10
43242.000000, 2
43243.000000, 11
43262.000000, 1
43263.000000, 12
43303.000000, 0
43304.000000, 13
44202.000000, 6
44202.000000, 7
44203.000000, 8
44203.000000, 9
44203.000000, 10
44203.000000, 11
44203.000000, 12
44203.000000, 13
44204.000000, 0
44204.000000, 1
44204.000000, 2
44204.000000, 3
44204.000000, 4
44204.000000, 5
44207.000000, 6
44207.000000, 7
44211.000000, 5
44212.000000, 8
44221.000000, 4
44222.000000, 9
44231.000000, 3
44233.000000, 10
44242.000000, 2
44243.000000, 11
44262.000000, 1
44263.000000, 12
44303.000000, 0
44304.000000, 13
45202.000000, 6
45202.000000, 7
45203.000000, 8
45203.000000, 9
45203.000000, 10
45203.000000, 11
45203.000000, 12
45203.000000, 13
45204.000000, 0
45204.000000, 1
45204.000000, 2
45204.000000, 3
45204.000000, 4
45204.000000, 5
45207.000000, 6
45207.000000, 7
45211.000000, 5
45212.000000, 8
45221.000000, 4
45222.000000, 9
45231.000000, 3
45233.000000, 10
45242.000000, 2
45243.000000, 11
45262.000000, 1
45263.000000, 12
45303.000000, 0
45304.000000, 13
46202.000000, 6
46202.000000, 7
46203.000000, 8
46203.000000, 9
46203.000000, 10
46203.000000, 11
46203.000000, 12
46203.000000, 13
46204.000000, 0
46204.000000, 1
46204.000000, 2
46204.000000, 3
46204.000000, 4
46204.000000, 5
46207.000000, 6
46207.000000, 7
46211.000000, 5
46212.000000, 8
46221.000000, 4
46222.000000, 9
46231.000000, 3
46233.000000, 10
46242.000000, 2
46243.000000, 11
46262.000000, 1
46263.000000, 12
46303.000000, 0
46304.000000, 13
47202.000000, 6
47202.000000, 7
47203.000000, 8
47203.000000, 9
47203.000000, 10
47203.000000, 11
47203.000000, 12
47203.000000, 13
47204.000000, 0
47204.000000, 1
47204.000000, 2
47204.000000, 3
47204.000000, 4
47204.000000, 5
47207.000000, 6
47207.000000, 7
47211.000000, 5
47212.000000, 8
47221.000000, 4
47222.000000, 9
47231.000000, 3
47233.000000, 10
47242.000000, 2
47243.000000, 11
47262.000000, 1
47263.000000, 12
47303.000000, 0
47304.000000, 13
48202.000000, 6
48202.000000, 7
48203.000000, 8
48203.000000, 9
48203.000000, 10
48203.000000, 11
48203.000000, 12
48203.000000, 13
48204.000000, 0
48204.000000, 1
48204.000000, 2
48204.000000, 3
48204.000000, 4
48204.000000, 5
48207.000000, 6
48207.000000, 7
48211.000000, 5
48212.000000, 8
48221.000000, 4
48222.000000, 9
48231.000000, 3
48233.000000, 10
48242.000000, 2
48243.000000, 11
48262.000000, 1
48263.000000, 12
48303.000000, 0
48304.000000, 13
49202.000000, 6
49202.000000, 7
49203.000000, 8
49203.000000, 9
49203.000000, 10
49203.000000, 11
49203.000000, 12
49203.000000, 13
49204.000000, 0
49204.000000, 1
49204.000000, 2
49204.000000, 3
49204.000000, 4
49204.000000, 5
49207.000000, 6
49207.000000, 7
49211.000000, 5
49212.000000, 8
49221.000000, 4
49222.000000, 9
49231.000000, 3
49233.000000, 10
49242.000000, 2
49243.000000, 11
49262.000000, 1
49263.000000, 12
49303.000000, 0
49304.000000, 13
50202.000000, 6
50202.000000, 7
50203.000000, 8
50203.000000, 9
50203.000000, 10
50203.000000, 11
50203.000000, 12
50203.000000, 13
50204.000000, 0
50204.000000, 1
50204.000000, 2
50204.000000, 3
50204.000000, 4
50204.000000, 5
50207.000000, 6
50207.000000, 7
50211.000000, 5
50212.000000, 8
50221.000000, 4
50222.000000, 9
50231.000000, 3
50233.000000, 10
50242.000000, 2
50243.000000, 11
50262.000000, 1
50263.000000, 12
50303.000000, 0
50304.000000, 13
51202.000000, 6
51202.000000, 7
51203.000000, 8
51203.000000, 9
51203.000000, 10
51203.000000, 11
51203.000000, 12
51203.000000, 13
51204.000000, 0
51204.000000, 1
51204.000000, 2
51204.000000, 3
51204.000000, 4
51204.000000, 5
51207.000000, 6
51207.000000, 7
51211.000000, 5
51212.000000, 8
51221.000000, 4
51222.000000, 9
51231.000000, 3
51233.000000, 10
51242.000000, 2
51243.000000, 11
51262.000000, 1
51263.000000, 12
51303.000000, 0
51304.000000, 13
52202.000000, 6
52202.000000, 7
52203.000000, 8
52203.000000, 9
52203.000000, 10
52203.000000, 11
52203.000000, 12
52203.000000, 13
52204.000000, 0
52204.000000, 1
52204.000000, 2
52204.000000, 3
52204.000000, 4
52204.000000, 5
52207.000000, 6
52207.000000, 7
52211.000000, 5
52212.000000, 8
52221.000000, 4
52222.000000, 9
52231.000000, 3
52233.000000, 10
52242.000000, 2
52243.000000, 11
52262.000000, 1
52263.000000, 12
52303.000000, 0
52304.000000, 13
53202.000000, 6
53202.000000, 7
53203.000000, 8
53203.000000, 9
53203.000000, 10
53203.000000, 11
53203.000000, 12
53203.000000, 13
53204.000000, 0
53204.000000, 1
53204.000000, 2
53204.000000, 3
53204.000000, 4
53204.000000, 5
53207.000000, 6
53207.000000, 7
53211.000000, 5
53212.000000, 8
53221.000000, 4
53222.000000, 9
53231.000000, 3
53233.000000, 10
53242.000000, 2
53243.000000, 11
53262.000000, 1
53263.000000, 12
53303.000000, 0
53304.000000, 13
54202.000000, 6
54202.000000, 7
54203.000000, 8
54203.000000, 9
54203.000000, 10
54203.000000, 11
54203.000000, 12
54203.000000, 13
54204.000000, 0
54204.000000, 1
54204.000000, 2
54204.000000, 3
54204.000000, 4
54204.000000, 5
54207.000000, 6
54207.000000, 7
54211.000000, 5
54212.000000, 8
54221.000000, 4
54222.000000, 9
54231.000000, 3
54233.000000, 10
54242.000000, 2
54243.000000, 11
54262.000000, 1
54263.000000, 12
54303.000000, 0
54304.000000, 13
55202.000000, 6
55202.000000, 7
55203.000000, 8
55203.000000, 9
55203.000000, 10
55203.000000, 11
55203.000000, 12
55203.000000, 13
55204.000000, 0
55204.000000, 1
55204.000000, 2
55204.000000, 3
55204.000000, 4
55204.000000, 5
55207.000000, 6
