Time(ms), Neuron ID
55207.000000, 7
55211.000000, 5
55212.000000, 8
55221.000000, 4
55222.000000, 9
55231.000000, 3
55233.000000, 10
55242.000000, 2
55243.000000, 11
55262.000000, 1
55263.000000, 12
55303.000000, 0
55304.000000, 13
56202.000000, 6
56202.000000, 7
56203.000000, 8
56203.000000, 9
56203.000000, 10
56203.000000, 11
56203.000000, 12
56203.000000, 13
56204.000000, 0
56204.000000, 1
56204.000000, 2
56204.000000, 3
56204.000000, 4
56204.000000, 5
56207.000000, 6
56207.000000, 7
56211.000000, 5
56212.000000, 8
56221.000000, 4
56222.000000, 9
56231.000000, 3
56233.000000, 10
56242.000000, 2
56243.000000, 11
56262.000000, 1
56263.000000, 12
56303.000000, 0
56304.000000, 13
57202.000000, 6
57202.000000, 7
57203.000000, 8
57203.000000, 9
57203.000000, 10
57203.000000, 11
57203.000000, 12
57203.000000, 13
57204.000000, 0
57204.000000, 1
57204.000000, 2
57204.000000, 3
57204.000000, 4
57204.000000, 5
57207.000000, 6
57207.000000, 7
57211.000000, 5
57212.000000, 8
57221.000000, 4
57222.000000, 9
57231.000000, 3
57233.000000, 10
57242.000000, 2
57243.000000, 11
57262.000000, 1
57263.000000, 12
57303.000000, 0
57304.000000, 13
58202.000000, 6
58202.000000, 7
58203.000000, 8
58203.000000, 9
58203.000000, 10
58203.000000, 11
58203.000000, 12
58203.000000, 13
58204.000000, 0
58204.000000, 1
58204.000000, 2
58204.000000, 3
58204.000000, 4
58204.000000, 5
58207.000000, 6
58207.000000, 7
58211.000000, 5
58212.000000, 8
58221.000000, 4
58222.000000, 9
58231.000000, 3
58233.000000, 10
58242.000000, 2
58243.000000, 11
58262.000000, 1
58263.000000, 12
58303.000000, 0
58304.000000, 13
59202.000000, 6
59202.000000, 7
59203.000000, 8
59203.000000, 9
59203.000000, 10
59203.000000, 11
59203.000000, 12
59203.000000, 13
59204.000000, 0
59204.000000, 1
59204.000000, 2
59204.000000, 3
59204.000000, 4
59204.000000, 5
59207.000000, 6
59207.000000, 7
59211.000000, 5
59212.000000, 8
59221.000000, 4
59222.000000, 9
59231.000000, 3
59233.000000, 10
59242.000000, 2
59243.000000, 11
59262.000000, 1
59263.000000, 12
59303.000000, 0
59304.000000, 13
